ComplaintID,CustomerID,DateOpened,DateClosed,Channel,Product,IssueCategory,Severity,Status,Resolution,SLA_Target_Hours,FRT_Minutes,HandleTime_Minutes,CustomerSegment,Region
CX250910682,C41157,2025-09-08 12:11:00,2025-09-09 12:11:00,Branch,Payments,P2P failed,Low,Closed,Resolved,72,8,29,SME,Eastern
CX250910999,C26840,2025-09-08 12:26:00,,Call Centre,Payments,Merchant payment failed,Medium,Open,Partially Resolved,48,15,18,Corporate,Nyanza
CX250906380,C47915,2025-09-08 13:06:00,2025-09-08 19:06:00,App,Payments,Merchant payment failed,High,Closed,Unresolved,36,2,24,Corporate,Western
CX250903022,C59968,2025-09-08 13:25:00,2025-09-11 23:25:00,Facebook,Accounts,Charges dispute,Low,Closed,Resolved,72,10,19,Corporate,Nairobi
CX250908496,C45983,2025-09-08 13:38:00,2025-09-13 04:38:00,Facebook,Loans,Interest dispute,Low,Open,Unresolved,96,18,17,Corporate,Nairobi
CX250901892,C50193,2025-09-08 13:46:00,2025-09-08 23:46:00,X,Payments,Merchant payment failed,Low,Closed,Unresolved,72,13,27,Retail,Eastern
CX250905601,C20756,2025-09-08 13:48:00,2025-09-09 23:48:00,Branch,Payments,Reversal delay,Medium,Closed,Resolved,48,20,15,Retail,Nairobi
CX250903328,C98708,2025-09-08 13:52:00,2025-09-09 03:52:00,Call Centre,Payments,Merchant payment failed,Low,Closed,Resolved,72,3,25,Retail,Nairobi
CX250906727,C59328,2025-09-08 14:24:00,2025-09-09 09:24:00,Call Centre,Loans,Repayment not reflecting,Low,Closed,Partially Resolved,96,7,32,Retail,Western
CX250902352,C46021,2025-09-08 15:21:00,2025-09-09 08:21:00,Email,Mobile Banking,Transfer failed,Medium,Open,Unresolved,24,85,24,Retail,Western
CX250902090,C25857,2025-09-08 15:29:00,2025-09-10 14:29:00,X,Agent Banking,Wrong posting,Low,Closed,Resolved,72,25,33,Corporate,North Eastern
CX250904253,C11334,2025-09-08 15:41:00,2025-09-08 17:41:00,Live Chat,Cards,PIN reset,Medium,Closed,Resolved,24,3,25,SME,North Eastern
CX250901601,C98148,2025-09-08 15:50:00,2025-09-09 06:50:00,Live Chat,Mobile Banking,App crash,Low,Closed,Partially Resolved,48,6,30,Corporate,Rift Valley
CX250905788,C65333,2025-09-08 15:59:00,2025-09-10 02:59:00,Facebook,Accounts,Charges dispute,High,Closed,Resolved,36,40,19,SME,Nairobi
CX250902893,C29670,2025-09-08 16:24:00,2025-09-09 09:24:00,Call Centre,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,20,14,SME,Rift Valley
CX250909579,C65663,2025-09-08 17:00:00,2025-09-08 21:00:00,Email,Internet Banking,Token/OTP issues,Low,Closed,Resolved,48,42,29,SME,Eastern
CX250911584,C88420,2025-09-08 17:11:00,2025-09-09 12:11:00,Facebook,Mobile Banking,Bill payment failed,High,Closed,Resolved,12,25,16,Retail,Central
CX250911185,C70847,2025-09-08 17:20:00,2025-09-09 21:20:00,WhatsApp,Payments,Settlement delay,Low,Closed,Resolved,72,9,15,SME,Central
CX250901027,C63665,2025-09-08 17:43:00,,Email,Cards,Chargeback dispute,Low,Open,Unresolved,48,67,21,SME,Rift Valley
CX250902618,C70576,2025-09-08 17:43:00,2025-09-08 19:43:00,Live Chat,Cards,Declined transaction,Medium,Escalated,Unresolved,24,4,20,SME,Western
CX250903054,C62577,2025-09-08 17:48:00,2025-09-11 09:48:00,Live Chat,Loans,Reschedule request,Low,Closed,Resolved,96,5,39,Corporate,Rift Valley
CX250905798,C21114,2025-09-08 18:42:00,,App,Cards,PIN reset,Low,Escalated,Unresolved,48,7,23,Retail,Eastern
CX250905747,C74156,2025-09-08 19:03:00,2025-09-10 11:03:00,Facebook,Cards,Chargeback dispute,Low,Open,Unresolved,48,12,16,Retail,Nyanza
CX250909268,C42172,2025-09-08 19:17:00,2025-09-09 18:17:00,X,Loans,Top-up query,Low,Closed,Resolved,96,5,18,Corporate,Eastern
CX250903316,C80360,2025-09-08 19:45:00,2025-09-11 10:45:00,Call Centre,Accounts,Charges dispute,Medium,Closed,Resolved,48,7,14,Retail,Rift Valley
CX250903021,C35454,2025-09-09 08:23:00,2025-09-10 04:23:00,Email,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,64,23,SME,Nyanza
CX250910899,C46394,2025-09-09 09:24:00,2025-09-12 00:24:00,App,Accounts,KYC update,Medium,Closed,Resolved,48,4,17,Retail,Nairobi
CX250900984,C34407,2025-09-09 10:03:00,2025-09-09 20:03:00,WhatsApp,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,50,31,SME,North Eastern
CX250905906,C42440,2025-09-09 10:04:00,2025-09-09 14:04:00,Live Chat,Mobile Banking,OTP not received,Low,Closed,Resolved,48,2,22,Corporate,Nairobi
CX250903249,C46868,2025-09-09 10:47:00,2025-09-09 14:47:00,Email,Mobile Banking,OTP not received,Medium,Closed,Resolved,24,31,37,Corporate,North Eastern
CX250901295,C38604,2025-09-09 11:03:00,2025-09-11 16:03:00,Call Centre,Cards,Chargeback dispute,Medium,Closed,Resolved,24,7,23,Corporate,Coast
CX250905987,C85850,2025-09-09 11:18:00,2025-09-09 22:18:00,WhatsApp,Cards,Fraud alert,Medium,Closed,Resolved,24,25,20,Retail,Rift Valley
CX250902721,C94157,2025-09-09 11:42:00,2025-09-09 21:42:00,App,ATM,ATM downtime,Low,Closed,Resolved,72,4,15,Corporate,Nairobi
CX250900719,C75884,2025-09-09 12:37:00,2025-09-10 07:37:00,X,Loans,Loan balance query,Medium,Escalated,Unresolved,72,16,17,Retail,Central
CX250910747,C79377,2025-09-09 12:42:00,2025-09-09 22:42:00,WhatsApp,Mobile Banking,Transfer failed,Medium,Open,Unresolved,24,13,18,Retail,Nyanza
CX250902442,C92874,2025-09-09 13:43:00,2025-09-10 00:43:00,App,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,4,13,SME,Nyanza
CX250910768,C81171,2025-09-09 14:03:00,2025-09-09 22:03:00,Call Centre,ATM,ATM downtime,Low,Closed,Resolved,72,8,13,SME,Western
CX250909838,C50752,2025-09-09 15:03:00,2025-09-11 18:03:00,Live Chat,ATM,Partial dispense,Medium,Closed,Resolved,48,2,26,Corporate,North Eastern
CX250907616,C23488,2025-09-09 15:55:00,2025-09-10 10:55:00,Email,Mobile Banking,Transfer failed,Low,Closed,Partially Resolved,48,53,24,Corporate,North Eastern
CX250910872,C63345,2025-09-09 16:02:00,2025-09-10 10:02:00,Live Chat,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,1,16,Corporate,Coast
CX250910725,C35941,2025-09-09 16:11:00,2025-09-12 10:11:00,Email,Accounts,Charges dispute,Low,Closed,Resolved,72,40,21,SME,North Eastern
CX250902587,C12047,2025-09-09 16:14:00,2025-09-16 05:14:00,App,Cards,Chargeback dispute,Low,Closed,Resolved,48,6,27,Retail,North Eastern
CX250905391,C34434,2025-09-09 16:30:00,2025-09-10 05:30:00,Facebook,Mobile Banking,App crash,Low,Closed,Resolved,48,20,24,Corporate,Nyanza
CX250907728,C70450,2025-09-09 16:32:00,,Facebook,Accounts,Statement request,Medium,Escalated,Unresolved,48,40,24,Corporate,Rift Valley
CX250903411,C72995,2025-09-09 16:34:00,2025-09-10 18:34:00,Branch,Agent Banking,Reversal delay,High,Open,Unresolved,36,14,13,Corporate,Central
CX250900626,C18107,2025-09-09 16:35:00,2025-09-12 04:35:00,Live Chat,ATM,Reversal delay,Low,Closed,Resolved,72,3,21,Retail,Western
CX250908679,C99409,2025-09-09 17:19:00,2025-09-10 00:19:00,X,Mobile Banking,Login failure,Low,Closed,Resolved,48,10,18,Corporate,Rift Valley
CX250906282,C10422,2025-09-09 17:34:00,2025-09-12 02:34:00,X,Loans,Reschedule request,Low,Closed,Resolved,96,14,21,SME,Western
CX250911073,C86280,2025-09-09 17:37:00,2025-09-11 09:37:00,App,Payments,Duplicate debit,Low,Open,Unresolved,72,2,20,SME,Western
CX250908495,C81901,2025-09-09 17:48:00,,WhatsApp,Payments,Reversal delay,Medium,Open,Unresolved,48,19,11,SME,Nairobi
CX250907224,C65466,2025-09-09 17:56:00,2025-09-12 10:56:00,Branch,ATM,Partial dispense,Medium,Closed,Resolved,48,12,34,Retail,Nyanza
CX250910172,C58577,2025-09-09 17:59:00,2025-09-09 21:59:00,Branch,Mobile Banking,OTP not received,High,Open,Unresolved,12,27,24,Corporate,Eastern
CX250900593,C83775,2025-09-09 19:04:00,2025-09-10 16:04:00,App,Payments,P2P failed,Medium,Closed,Resolved,48,3,17,Corporate,Nyanza
CX250903805,C78346,2025-09-09 19:42:00,2025-09-11 13:42:00,App,Accounts,Balance discrepancy,Low,Closed,Resolved,72,2,21,SME,Nairobi
CX250908484,C82976,2025-09-09 19:46:00,2025-09-11 18:46:00,Live Chat,Payments,Settlement delay,Low,Closed,Resolved,72,9,17,SME,Rift Valley
CX250902460,C42126,2025-09-09 19:53:00,2025-09-10 12:53:00,Branch,Accounts,Statement request,Low,Open,Unresolved,72,9,17,SME,Rift Valley
CX250911254,C48941,2025-09-10 08:28:00,2025-09-14 08:28:00,Call Centre,Cards,Chargeback dispute,Low,Closed,Resolved,48,9,25,Corporate,Eastern
CX250911926,C33044,2025-09-10 08:32:00,2025-09-11 06:32:00,Live Chat,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,3,14,Retail,Western
CX250908393,C34979,2025-09-10 08:33:00,2025-09-13 02:33:00,App,ATM,Cash not dispensed,Low,Closed,Partially Resolved,72,5,20,Retail,Nairobi
CX250908589,C60816,2025-09-10 08:34:00,2025-09-14 16:34:00,Facebook,Accounts,Balance discrepancy,Low,Closed,Resolved,72,18,36,Corporate,Rift Valley
CX250904972,C79225,2025-09-10 08:44:00,2025-09-10 13:44:00,Call Centre,Mobile Banking,Login failure,Medium,Open,Unresolved,24,4,22,Corporate,Nairobi
CX250905002,C47582,2025-09-10 09:08:00,2025-09-12 09:08:00,App,Accounts,Account blocked,Low,Closed,Resolved,72,2,31,Corporate,Coast
CX250911410,C67673,2025-09-10 09:18:00,2025-09-12 18:18:00,Facebook,Payments,Settlement delay,Low,Closed,Resolved,72,13,16,Corporate,Coast
CX250902061,C45743,2025-09-10 09:36:00,2025-09-13 09:36:00,Email,Loans,Interest dispute,Low,Closed,Resolved,96,54,25,SME,Western
CX250909568,C36160,2025-09-10 10:02:00,2025-09-11 07:02:00,Live Chat,Mobile Banking,App crash,Low,Open,Unresolved,48,3,14,Corporate,Eastern
CX250900661,C71267,2025-09-10 10:35:00,2025-09-10 22:35:00,Call Centre,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,22,23,SME,Eastern
CX250911016,C35637,2025-09-10 10:43:00,2025-09-11 20:43:00,X,Agent Banking,Service unavailable,Medium,Closed,Resolved,48,6,24,SME,Western
CX250903728,C33850,2025-09-10 11:00:00,2025-09-14 08:00:00,X,Accounts,Balance discrepancy,High,Closed,Resolved,36,9,22,SME,Nairobi
CX250907908,C37998,2025-09-10 11:37:00,2025-09-10 18:37:00,Live Chat,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,4,26,Retail,Coast
CX250910462,C89781,2025-09-10 11:37:00,2025-09-12 08:37:00,Facebook,Loans,Loan balance query,Medium,Closed,Resolved,72,34,43,Retail,Nairobi
CX250906889,C24633,2025-09-10 11:43:00,2025-09-10 15:43:00,WhatsApp,Internet Banking,Session timeout,Low,Closed,Resolved,48,18,11,SME,Nyanza
CX250902495,C93361,2025-09-10 11:49:00,2025-09-10 14:49:00,WhatsApp,Internet Banking,Token/OTP issues,High,Closed,Resolved,12,6,14,Retail,North Eastern
CX250907488,C37042,2025-09-10 11:55:00,2025-09-11 15:55:00,Facebook,Agent Banking,Reversal delay,Medium,Closed,Resolved,48,40,33,SME,North Eastern
CX250904831,C15383,2025-09-10 11:56:00,2025-09-11 09:56:00,Call Centre,Mobile Banking,App crash,High,Open,Partially Resolved,12,4,12,Corporate,Central
CX250903949,C88816,2025-09-10 11:58:00,2025-09-11 08:58:00,X,Mobile Banking,Bill payment failed,Medium,Closed,Resolved,24,15,14,Corporate,Western
CX250901769,C65981,2025-09-10 12:12:00,2025-09-11 09:12:00,App,ATM,Partial dispense,Medium,Closed,Resolved,48,4,17,SME,Nairobi
CX250905828,C81498,2025-09-10 12:24:00,,WhatsApp,Agent Banking,Cash-out failed,High,Escalated,Unresolved,36,4,19,SME,Nairobi
CX250902462,C34319,2025-09-10 12:25:00,,X,Accounts,Charges dispute,Medium,Open,Unresolved,48,10,15,SME,Eastern
CX250900030,C29834,2025-09-10 12:53:00,2025-09-14 22:53:00,WhatsApp,Cards,Chargeback dispute,Low,Closed,Resolved,48,8,14,Retail,North Eastern
CX250903766,C15905,2025-09-10 13:07:00,,Facebook,Mobile Banking,Transfer failed,Low,Escalated,Unresolved,48,34,20,Retail,Eastern
CX250900895,C47960,2025-09-10 13:24:00,2025-09-10 22:24:00,Call Centre,Mobile Banking,Transfer failed,Low,Closed,Unresolved,48,3,23,Corporate,Coast
CX250905135,C35509,2025-09-10 13:32:00,2025-09-10 22:32:00,WhatsApp,Agent Banking,Float issues,Medium,Closed,Resolved,48,8,19,Corporate,Eastern
CX250911291,C74556,2025-09-10 13:34:00,2025-09-14 01:34:00,Live Chat,Cards,Chargeback dispute,Low,Closed,Resolved,48,5,20,SME,Eastern
CX250904123,C23188,2025-09-10 13:38:00,2025-09-12 08:38:00,Facebook,Agent Banking,Float issues,Low,Closed,Resolved,72,25,16,SME,North Eastern
CX250901913,C88420,2025-09-10 13:39:00,2025-09-16 16:39:00,Call Centre,Accounts,KYC update,High,Closed,Partially Resolved,36,9,14,SME,Coast
CX250905653,C73636,2025-09-10 13:40:00,2025-09-12 08:40:00,X,Accounts,Account blocked,Medium,Closed,Unresolved,48,14,12,SME,Nyanza
CX250905791,C46389,2025-09-10 14:21:00,2025-09-11 15:21:00,Branch,Mobile Banking,App crash,Low,Closed,Resolved,48,23,11,Corporate,Nairobi
CX250904784,C79813,2025-09-10 14:44:00,2025-09-11 02:44:00,Email,Cards,Fraud alert,Medium,Closed,Resolved,24,68,15,Corporate,Nyanza
CX250903641,C20562,2025-09-10 15:03:00,2025-09-11 14:03:00,Call Centre,Cards,Fraud alert,Medium,Closed,Resolved,24,11,30,Corporate,Rift Valley
CX250907541,C57480,2025-09-10 15:05:00,2025-09-12 07:05:00,App,Loans,Repayment not reflecting,Low,Closed,Resolved,96,5,28,Corporate,Central
CX250904367,C99614,2025-09-10 15:52:00,2025-09-11 19:52:00,X,ATM,Reversal delay,High,Escalated,Unresolved,36,6,19,Corporate,Rift Valley
CX250908228,C97355,2025-09-10 16:13:00,2025-09-11 12:13:00,Call Centre,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,4,13,Retail,Central
CX250910623,C71158,2025-09-10 16:16:00,2025-09-15 07:16:00,Call Centre,Loans,Interest dispute,Medium,Closed,Resolved,72,3,21,SME,Central
CX250905434,C49672,2025-09-10 16:16:00,2025-09-13 12:16:00,Branch,ATM,Card retained,Low,Closed,Resolved,72,29,26,Corporate,Nairobi
CX250905816,C40571,2025-09-10 16:16:00,2025-09-12 13:16:00,App,Payments,Settlement delay,Medium,Closed,Resolved,48,1,19,Corporate,Eastern
CX250910224,C46867,2025-09-10 16:24:00,2025-09-11 07:24:00,Facebook,Payments,P2P failed,Low,Closed,Resolved,72,17,21,SME,Nairobi
CX250903352,C66755,2025-09-10 16:35:00,2025-09-11 08:35:00,WhatsApp,Mobile Banking,Bill payment failed,Low,Escalated,Unresolved,48,27,15,Retail,Rift Valley
CX250905120,C63874,2025-09-10 16:42:00,2025-09-10 23:42:00,WhatsApp,Mobile Banking,Transfer failed,High,Closed,Resolved,12,6,20,Retail,Western
CX250902097,C57846,2025-09-10 16:53:00,,Facebook,Cards,Fraud alert,Low,Escalated,Unresolved,48,19,20,Retail,Central
CX250906509,C34056,2025-09-10 17:24:00,2025-09-11 00:24:00,WhatsApp,Accounts,Statement request,Low,Escalated,Unresolved,72,10,31,Retail,Nyanza
CX250902020,C84992,2025-09-10 17:43:00,2025-09-12 13:43:00,X,ATM,Cash not dispensed,Low,Closed,Resolved,72,4,15,Corporate,Eastern
CX250909067,C16898,2025-09-10 18:09:00,2025-09-10 21:09:00,Facebook,Internet Banking,Token/OTP issues,Medium,Closed,Partially Resolved,24,9,28,Corporate,Rift Valley
CX250910942,C52126,2025-09-10 18:19:00,2025-09-11 00:19:00,Email,Mobile Banking,Login failure,Low,Closed,Resolved,48,47,23,Corporate,Nyanza
CX250905574,C47893,2025-09-10 18:37:00,2025-09-15 07:37:00,X,Cards,Chargeback dispute,Medium,Closed,Resolved,24,20,24,Retail,Rift Valley
CX250909927,C11449,2025-09-10 19:09:00,2025-09-12 12:09:00,Call Centre,Loans,Repayment not reflecting,Low,Closed,Resolved,96,11,20,Retail,North Eastern
CX250907811,C89228,2025-09-10 19:40:00,2025-09-11 06:40:00,App,Agent Banking,Service unavailable,Medium,Closed,Resolved,48,4,34,Corporate,Western
CX250904676,C75793,2025-09-10 19:46:00,2025-09-11 23:46:00,WhatsApp,Internet Banking,Beneficiary issues,Medium,Closed,Resolved,24,12,20,Retail,Eastern
CX250911017,C22599,2025-09-10 19:55:00,2025-09-13 14:55:00,Facebook,ATM,Cash not dispensed,Medium,Closed,Partially Resolved,48,38,19,SME,Coast
CX250909021,C54894,2025-09-11 08:01:00,2025-09-11 20:01:00,Email,ATM,ATM downtime,High,Closed,Resolved,36,48,13,SME,Eastern
CX250900652,C71443,2025-09-11 08:08:00,2025-09-11 16:08:00,WhatsApp,Accounts,Statement request,High,Closed,Resolved,36,9,12,Retail,Nairobi
CX250911200,C51042,2025-09-11 08:20:00,2025-09-12 15:20:00,X,Cards,Fraud alert,Medium,Closed,Resolved,24,12,29,Corporate,Western
CX250910050,C69172,2025-09-11 08:34:00,2025-09-13 18:34:00,App,Accounts,KYC update,High,Closed,Resolved,36,2,19,Corporate,Nyanza
CX250907809,C82014,2025-09-11 08:49:00,2025-09-13 02:49:00,Email,Payments,Reversal delay,Low,Closed,Resolved,72,90,12,Corporate,Nyanza
CX250902734,C18694,2025-09-11 09:14:00,,Email,Loans,Repayment not reflecting,High,Open,Partially Resolved,60,101,17,Retail,Coast
CX250910206,C70105,2025-09-11 09:32:00,2025-09-11 19:32:00,Email,Internet Banking,Session timeout,Low,Closed,Resolved,48,52,18,SME,Rift Valley
CX250906979,C67701,2025-09-11 09:32:00,2025-09-12 16:32:00,X,Cards,Fraud alert,Low,Closed,Partially Resolved,48,13,27,Retail,Coast
CX250910107,C96313,2025-09-11 09:37:00,,Live Chat,Agent Banking,Wrong posting,Medium,Open,Unresolved,48,7,26,Retail,Nyanza
CX250909559,C81826,2025-09-11 09:47:00,2025-09-12 06:47:00,WhatsApp,Agent Banking,Float issues,Medium,Closed,Resolved,48,10,16,Retail,Nairobi
CX250911382,C52763,2025-09-11 09:55:00,2025-09-11 22:55:00,Facebook,Mobile Banking,Bill payment failed,Low,Closed,Resolved,48,29,24,Retail,Central
CX250911364,C22890,2025-09-11 09:56:00,,Email,Payments,Settlement delay,High,Open,Unresolved,36,62,11,Retail,Nyanza
CX250902407,C40295,2025-09-11 10:00:00,2025-09-14 17:00:00,X,Loans,Interest dispute,Low,Closed,Resolved,96,10,41,Corporate,Nyanza
CX250908585,C17798,2025-09-11 10:17:00,2025-09-12 13:17:00,Live Chat,Agent Banking,Float issues,Medium,Closed,Resolved,48,3,25,SME,Central
CX250908426,C25210,2025-09-11 11:08:00,2025-09-12 14:08:00,Branch,Payments,Merchant payment failed,Low,Escalated,Unresolved,72,10,39,Corporate,Central
CX250909777,C41316,2025-09-11 11:24:00,2025-09-12 22:24:00,Email,Payments,Reversal delay,Medium,Escalated,Unresolved,48,93,19,SME,North Eastern
CX250900502,C70394,2025-09-11 11:28:00,2025-09-13 07:28:00,Call Centre,Internet Banking,Beneficiary issues,Medium,Closed,Resolved,24,3,21,SME,Central
CX250908866,C47944,2025-09-11 11:34:00,2025-09-11 17:34:00,App,Internet Banking,Session timeout,Medium,Closed,Resolved,24,3,14,SME,Western
CX250900640,C82155,2025-09-11 11:35:00,2025-09-11 19:35:00,Call Centre,Mobile Banking,Login failure,High,Closed,Resolved,12,5,13,SME,Central
CX250903346,C30605,2025-09-11 11:43:00,2025-09-11 16:43:00,Call Centre,Mobile Banking,OTP not received,Low,Closed,Resolved,48,7,18,Retail,North Eastern
CX250908568,C58123,2025-09-11 11:47:00,,Call Centre,Accounts,Charges dispute,Low,Escalated,Unresolved,72,2,21,SME,Nyanza
CX250900981,C84605,2025-09-11 12:16:00,2025-09-16 03:16:00,X,Cards,Chargeback dispute,Low,Closed,Partially Resolved,48,10,13,Corporate,Eastern
CX250910787,C76170,2025-09-11 12:24:00,2025-09-11 16:24:00,X,Cards,PIN reset,Low,Closed,Resolved,48,28,25,SME,Eastern
CX250906892,C80455,2025-09-11 12:26:00,,Branch,Loans,Reschedule request,High,Escalated,Unresolved,60,12,10,Retail,Western
CX250905468,C32889,2025-09-11 12:35:00,2025-09-13 10:35:00,Live Chat,ATM,Reversal delay,Low,Closed,Resolved,72,2,22,Retail,Western
CX250901570,C62082,2025-09-11 12:37:00,,Facebook,Payments,Reversal delay,Medium,Open,Unresolved,48,20,18,Corporate,Eastern
CX250909723,C15759,2025-09-11 12:39:00,2025-09-11 18:39:00,Branch,Mobile Banking,OTP not received,Low,Closed,Resolved,48,8,34,SME,North Eastern
CX250903290,C74506,2025-09-11 13:55:00,,Email,Cards,Chargeback dispute,Low,Open,Unresolved,48,60,19,Corporate,Nyanza
CX250904465,C47112,2025-09-11 14:44:00,2025-09-12 00:44:00,App,Internet Banking,Transfer failed,High,Closed,Resolved,12,5,15,Retail,Nairobi
CX250903993,C10389,2025-09-11 14:50:00,,Facebook,Payments,Duplicate debit,Medium,Open,Unresolved,48,35,13,Corporate,Nairobi
CX250903543,C38141,2025-09-11 14:54:00,2025-09-14 06:54:00,X,Accounts,KYC update,Low,Closed,Resolved,72,15,42,Corporate,Western
CX250902313,C13905,2025-09-11 15:22:00,2025-09-11 23:22:00,Facebook,ATM,ATM downtime,Medium,Closed,Resolved,48,31,15,Corporate,Coast
CX250906466,C41428,2025-09-11 15:29:00,2025-09-13 03:29:00,Facebook,Accounts,Balance discrepancy,Medium,Closed,Resolved,48,24,21,SME,Coast
CX250909115,C65428,2025-09-11 15:29:00,,X,Loans,Reschedule request,Medium,Open,Partially Resolved,72,25,34,SME,Nairobi
CX250903190,C85712,2025-09-11 15:31:00,,Email,Accounts,Balance discrepancy,Low,Escalated,Unresolved,72,75,11,SME,North Eastern
CX250903683,C11782,2025-09-11 15:33:00,2025-09-14 02:33:00,Facebook,Accounts,Charges dispute,Low,Escalated,Unresolved,72,42,19,Retail,Nyanza
CX250910343,C23817,2025-09-11 15:40:00,2025-09-11 19:40:00,X,Mobile Banking,OTP not received,High,Closed,Resolved,12,15,13,SME,Rift Valley
CX250909052,C21727,2025-09-11 16:06:00,2025-09-13 03:06:00,App,Mobile Banking,Bill payment failed,Low,Open,Unresolved,48,1,11,SME,Western
CX250910077,C12920,2025-09-11 16:28:00,,Live Chat,ATM,Card retained,Medium,Escalated,Unresolved,48,8,13,Retail,Central
CX250910825,C64127,2025-09-11 16:51:00,2025-09-13 02:51:00,WhatsApp,ATM,Partial dispense,Low,Closed,Resolved,72,11,19,Retail,Coast
CX250903632,C48210,2025-09-11 17:03:00,2025-09-14 04:03:00,X,Accounts,KYC update,Low,Closed,Resolved,72,10,18,Retail,Rift Valley
CX250911369,C63631,2025-09-11 18:01:00,2025-09-11 20:01:00,Email,Internet Banking,Login failure,Medium,Closed,Resolved,24,42,28,SME,Eastern
CX250911495,C88577,2025-09-11 18:15:00,2025-09-12 14:15:00,Email,Accounts,Statement request,Low,Closed,Resolved,72,48,21,SME,Eastern
CX250904729,C87297,2025-09-11 18:31:00,2025-09-13 15:31:00,Email,ATM,Partial dispense,Medium,Closed,Resolved,48,72,22,Retail,Central
CX250910377,C98184,2025-09-11 18:41:00,2025-09-13 00:41:00,Facebook,ATM,Cash not dispensed,High,Closed,Resolved,36,10,10,SME,Western
CX250901397,C33151,2025-09-11 18:51:00,2025-09-13 01:51:00,WhatsApp,Mobile Banking,App crash,Low,Closed,Unresolved,48,18,19,SME,Nyanza
CX250910882,C22297,2025-09-11 19:11:00,2025-09-12 05:11:00,X,Internet Banking,Login failure,Low,Closed,Resolved,48,23,21,Corporate,Eastern
CX250905198,C12800,2025-09-11 19:18:00,2025-09-13 12:18:00,Facebook,Accounts,Balance discrepancy,Medium,Open,Unresolved,48,27,43,Corporate,Nyanza
CX250907050,C68928,2025-09-11 19:29:00,2025-09-15 12:29:00,WhatsApp,ATM,Card retained,Low,Closed,Partially Resolved,72,16,11,Retail,Nyanza
CX250903135,C19010,2025-09-11 19:39:00,2025-09-13 11:39:00,App,Payments,Reversal delay,Low,Closed,Resolved,72,5,12,Corporate,Western
CX250905772,C25629,2025-09-11 19:42:00,2025-09-12 12:42:00,WhatsApp,Mobile Banking,Transfer failed,Low,Closed,Resolved,48,9,13,Retail,North Eastern
CX250903950,C16747,2025-09-11 19:56:00,,Facebook,Mobile Banking,OTP not received,Low,Escalated,Unresolved,48,42,21,SME,Eastern
CX250908882,C39786,2025-09-12 08:20:00,,Call Centre,Agent Banking,Reversal delay,Low,Open,Partially Resolved,72,5,14,SME,North Eastern
CX250905383,C15661,2025-09-12 08:28:00,2025-09-12 21:28:00,Live Chat,Agent Banking,Service unavailable,Low,Closed,Resolved,72,2,24,Retail,Nyanza
CX250903301,C63435,2025-09-12 08:28:00,2025-09-13 21:28:00,Live Chat,ATM,Reversal delay,Low,Closed,Resolved,72,15,30,Retail,Eastern
CX250900247,C35026,2025-09-12 08:30:00,2025-09-13 08:30:00,Email,Agent Banking,Cash-out failed,Medium,Closed,Partially Resolved,48,95,33,Retail,Nairobi
CX250908242,C51955,2025-09-12 08:51:00,2025-09-16 22:51:00,WhatsApp,Loans,Reschedule request,High,Closed,Resolved,60,19,22,SME,Eastern
CX250906561,C92363,2025-09-12 09:00:00,2025-09-13 10:00:00,WhatsApp,Loans,Top-up query,High,Closed,Unresolved,60,19,17,Retail,Nairobi
CX250911602,C57213,2025-09-12 09:05:00,2025-09-12 11:05:00,App,Cards,PIN reset,Medium,Closed,Unresolved,24,2,19,Retail,Western
CX250903378,C22136,2025-09-12 09:31:00,2025-09-12 13:31:00,Branch,Mobile Banking,Login failure,Low,Closed,Resolved,48,15,20,SME,North Eastern
CX250904401,C46591,2025-09-12 10:08:00,2025-09-14 14:08:00,Facebook,Accounts,Balance discrepancy,Low,Closed,Resolved,72,18,13,SME,Eastern
CX250908802,C81624,2025-09-12 10:08:00,2025-09-14 19:08:00,Call Centre,ATM,Cash not dispensed,Medium,Closed,Resolved,48,4,31,Retail,North Eastern
CX250911236,C30987,2025-09-12 10:31:00,2025-09-12 12:31:00,Call Centre,Internet Banking,Session timeout,High,Closed,Resolved,12,18,21,Retail,Central
CX250909493,C70464,2025-09-12 10:39:00,,X,ATM,ATM downtime,High,Escalated,Unresolved,36,56,38,Retail,North Eastern
CX250911338,C39933,2025-09-12 10:47:00,2025-09-13 15:47:00,Call Centre,Mobile Banking,App crash,Low,Closed,Resolved,48,8,17,Retail,Coast
CX250903924,C11643,2025-09-12 10:51:00,2025-09-12 14:51:00,Call Centre,Cards,Declined transaction,High,Open,Unresolved,12,4,34,SME,Coast
CX250904776,C55690,2025-09-12 11:08:00,2025-09-14 03:08:00,Facebook,Accounts,Charges dispute,Medium,Closed,Resolved,48,14,34,SME,Nyanza
